EXPTIME,TOTCORR,USTHRSH,THRSHLD,THRSBIN,WAVEBNS,GAIAMAG,2MASSMAG,TARGTEFF,ELAPSED,DATE-MID,MJD-OBS,MJD-minus-offset,DRPTAGL2,USTHRSH_1,READSPED,NOTJUNK,EMSCCT48,EMSCCT45,EMSCCT56,EMSCCT67,EMSCCT78,SNRSC452,SNRSC548,SNRSC652,SNRSC747,SNRSC852,TOTCORR_1,TOTCORR_2,TOTCORR_3,TOTCORR_4,TOTCORR_SUM,EMZP_1,EMZP_2,EMZP_3,EMZP_4,EMZP_SUM,KPFEra,ZP_452,ZP_548,ZP_652,ZP_747,ZP_852,ZP-etc-452,SD-ZP-etc-452,ZP-etc-548,SD-ZP-etc-548,ZP-etc-652,SD-ZP-etc-652,ZP-etc-747,SD-ZP-etc-747,ZP-etc-852,SD-ZP-etc-852,ZP-etc-EM1,SD-ZP-etc-EM1,ZP-etc-EM2,SD-ZP-etc-EM2,ZP-etc-EM3,SD-ZP-etc-EM3,ZP-etc-EM4,SD-ZP-etc-EM4,ZP-etc-EMSUM,SD-ZP-etc-EMSUM,VMAG,KPF-etc-452,SD-KPF-etc-452,KPF-etc-548,SD-KPF-etc-548,KPF-etc-652,SD-KPF-etc-652,KPF-etc-747,SD-KPF-etc-747,KPF-etc-852,SD-KPF-etc-852
600.0,,,,,,9.05,6.59,4000.0,600.0,2023-04-10 11:18:24.252000,60044.467633,-539.5323669999998,v2.8.2,,null,True,,,,,,108.0,282.7,454.3,588.4,527.0,,,,,,,,,,,1.0,12.27174065147564,14.36125091648849,15.391335558114022,15.952985194318353,15.713674950103625,42062.59731342486,3.6061897559520633,139324.53743106456,1.7433155053187355,194900.651094045,0.9443387617887266,221234.8519362769,0.6390108259348679,153973.0352366224,0.5544002795409281,47522139.36535972,,75735849.84881528,,71382367.47292796,,51548934.11604386,,242235242.49530718,,9.675,20333.818779291538,1.7432972204468054,60035.740385521254,0.7512046263864613,123387.22487490685,0.5978396608982741,169616.8502798703,0.48991830464862685,115369.49472736164,0.4154031258073937
240.0,,,,,,6.85,5.61,5250.0,240.0,2023-04-10 11:46:58.686000,60044.489562,-539.5104379999975,v2.8.2,,null,True,,,,,,312.6,599.7,707.9,749.0,621.1,,,,,,,,,,,1.0,13.374416764136825,14.789142139909881,15.149331457365236,15.271880984218317,14.86527954194874,127630.97227778772,1.3061051151057146,422753.87898607954,1.1754915281721776,591389.0531141191,1.1801289292053794,671295.1899750462,1.196602483730058,467201.96675872075,1.2111044610754835,144196916.95989394,,229806069.2843546,,216596252.86982352,,156415461.74835113,,735016891.3547884,,7.077,117735.46260062885,1.2048399161085224,252909.6382435152,0.7032298269181146,349493.31276991696,0.6974210408389379,378642.56362680375,0.6749409780496002,221190.60077938074,0.5733814119199103
315.0,3.2912e+08 6.0231e+08 5.7867e+08 4.0892e+08,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,6.13,4.95,5000.0,315.0,2024-06-12 14:53:07.673000,60473.618403,-110.3815969999996,v2.12.0rc1,Yes,regular,True,1135399967.0,194020257.0,354550216.0,340657729.0,246171763.0,518.035,1005.088,1204.972,1257.3,1026.42,329120000.0,602310000.0,578670000.0,408920000.0,1919020000.0,21.17760930140262,21.833773799804625,21.790301035050824,21.41331949583226,23.09192236795141,2.0,13.456019130404343,14.895244054862182,15.289108392044017,15.38141819329353,14.940849144348931,325128.76152407896,1.211538400059474,1076928.6063659117,1.0660528548119494,1506511.9930247099,1.0375730498033116,1710065.9020180677,1.081770206853547,1190156.2302860622,1.1296756374799786,367329059.63233835,1.1160946148284465,585410902.727584,0.9719428578764823,551760048.4391032,0.9534968953619563,398454735.97719336,0.974407551543562,1872391374.292231,0.975701855265829,6.4,278448.8558550888,1.037593474473593,633803.460192752,0.6274027675875489,914970.3119070437,0.630163278752808,1013294.8350843593,0.6409999533113063,609190.4687551871,0.57823301985516
23.0,,,,,,4.53,3.4,5830.0,23.0,2023-09-02 13:50:18.685000,60189.576469,-394.42353100000037,v2.9.1,,regular,True,628486859.0,125451989.0,203897832.0,174328429.0,124808607.0,339.856,605.816,691.606,705.965,567.476,,,,,,,,,,,1.0,13.78215511792374,15.03738410571562,15.324974171568599,15.36959626164806,14.895417904145507,103626.93949852834,0.8971866211800391,343244.9808899793,0.9352392332381514,480164.3091283917,1.0038582001456922,545042.2009305963,1.093613314369179,379333.55108762585,1.1779483792752945,117077265.20451985,,186585585.09053186,,175860188.09679943,,126997822.72246832,,596779524.3700006,,4.688000000000001,135811.6684896196,1.1758372152904875,260106.8823059577,0.7087129447226005,326757.7157094125,0.6831378470657207,341447.2049408904,0.6851051328501594,191803.57309734414,0.5956096090668136
52.0,,,,,,4.18,3.01,5107.0,52.0,2023-09-02 14:05:21.064000,60189.586746,-394.41325399999914,v2.9.1,,regular,True,2218279130.0,385256538.0,706398240.0,643007021.0,483617328.0,585.121,1100.808,1313.474,1370.967,1126.921,,,,,,,,,,,1.0,13.726220067037062,15.098549526362326,15.482099043012647,15.575126646843103,15.14945900079471,323406.0794339844,0.944619288045014,1071222.542055267,0.8840087198490862,1498529.7978576913,0.86860519473989,1701005.1843858366,0.9050063676023576,1183850.2338164884,0.932201549133723,365382780.9050013,,582309125.8415672,,548836569.2949628,,396343539.0650415,,1862470581.462273,,4.449999999999999,299619.23123143805,0.875141572433577,665140.3614356224,0.5488961036093725,942098.9980954925,0.5460766178122418,1031589.5866173957,0.5488490882984052,609280.3803422393,0.4797668642432875
30.0,,,,,,4.09,3.21,5600.0,30.0,2023-07-01 07:41:47.416000,60126.32051,-457.67949000000226,v2.8.2,,null,True,,,,,,297.2,545.6,631.4,647.6,530.4,,,,,,,,,,,1.0,12.762440888643532,14.081568671442955,14.398719750981837,14.453731063607524,14.020214440184427,202705.76049843273,2.294924912671166,671425.1643952228,2.2555314698178024,939254.5212382475,2.3559937779444415,1066162.856666678,2.5422009003516908,742018.4010826648,2.637592167991064,229016085.92518458,,364982051.06557626,,344001987.72699815,,248421794.18961516,,1167366786.3078408,,4.276,241273.35693140657,2.73156636606767,480965.25701433455,1.6157158393995958,625610.7066539107,1.5692604070182234,662538.5186204356,1.5797830584911505,377410.203217261,1.3415492050780886
30.0,,,,,,4.09,3.21,5600.0,30.016,2023-07-01 07:47:01.597000,60126.324146,-457.675854000001,v2.8.2,,null,True,,,,,,377.1,691.2,793.2,807.3,654.6,,,,,,,,,,,1.0,13.279479525228945,14.595215510555029,14.89411039086717,14.932371625617929,14.477076868060772,202813.87023736522,1.4262136472234948,671783.2578162336,1.4061178363150837,939755.4569829078,1.493652070369999,1066731.4768569001,1.6367607627606382,742414.1442299089,1.732583744300503,229138227.837678,,365176708.1594779,,344185455.45378584,,248554285.81318295,,1167989381.9272048,,4.276,241385.0772798767,1.6974514171527924,481187.9654260675,1.0071804751508786,625900.392374054,0.9948092452863552,662845.3035680841,1.017049940119039,377584.9610104793,0.8811760533168201
45.0,1.8778e+08 2.9391e+08 2.7522e+08 1.8358e+08,No,9615384.615385,498.125,498.12 604.38 710.62 816.88,4.1,3.2,5817.0,45.0,2025-12-19 15:20:20.959000,61028.638869,444.63886900000216,v2.12.0rc1,No,regular,True,565422288.0,112558735.0,175884257.0,164683666.0,112295628.0,399.019,720.418,823.767,844.761,681.862,187780000.0,293910000.0,275220000.0,183580000.0,940490000.0,20.65109205237065,21.137504622483014,21.066168691850706,20.626532129364676,22.40035417097166,4.0,12.971936594981544,14.254891492288944,14.545990666500717,14.60063799366608,14.135451155538412,301271.0143734445,1.8922137671573525,997904.2522314962,1.9227364636402313,1395965.0760417287,2.057149113822112,1584582.325265212,2.2204811778041855,1102823.303236439,2.371990571532562,340374680.74346936,1.8126247776305748,542453813.2623851,1.8456459911618697,511272237.81977874,1.8576856253897926,369216374.2359697,2.0112015156115577,1734996454.920928,1.8447792692329827,4.258,353265.5485779443,2.2187794463790986,677923.2733918122,1.306205274089163,853131.087857683,1.2572075702186587,892168.0978923646,1.2501985142840653,501527.2751534465,1.0787022404579574
12.0,,,,,,4.18,3.01,5107.0,12.0,2023-08-20 13:38:05.681000,60176.568051,-407.431948999998,v2.9.1,,regular,True,372346803.0,64171877.0,120003991.0,107141634.0,81029299.0,232.172,448.486,536.364,564.475,463.43,,,,,,,,,,,1.0,13.311096097580016,14.74079133786126,15.12934498948472,15.240270446101952,14.811967606306302,74632.17217707333,1.3845428363198025,247205.20201275387,1.2290224734552417,345814.56873639027,1.202054182135208,392539.65793519304,1.2319529311757738,273196.207803805,1.2720564315300447,84319103.28576952,,134379029.04036164,,126654592.91422217,,91463893.63039419,,429800903.41437066,,4.449999999999999,72611.33368985535,1.3470531402648818,161193.68752230273,0.8014016814007452,228313.33101829444,0.7936189484167355,250000.96087622602,0.7846071354122253,147656.27969166986,0.6875173039461632
12.0,,,,,,4.18,3.01,5107.0,12.0,2023-08-20 13:39:06.648000,60176.568753,-407.43124700000044,v2.9.1,,regular,True,372218452.0,62909647.0,118801267.0,107678989.0,82828547.0,230.285,445.74,536.358,568.332,470.205,,,,,,,,,,,1.0,13.29337513680831,14.727454928542635,15.129320698318027,15.255057433555809,14.84348309964715,74632.17217707333,1.4073262268178588,247205.20201275387,1.2442120068403175,345814.56873639027,1.2020810759838443,392539.65793519304,1.2152883095019253,273196.207803805,1.235663393115426,84319103.28576952,,134379029.04036164,,126654592.91422217,,91463893.63039419,,429800903.41437066,,4.449999999999999,72611.33368985535,1.3692196178278764,161193.68752230273,0.8113062338864862,228313.33101829444,0.7936367042452088,250000.96087622602,0.7739937582747012,147656.27969166986,0.6678477020063086
16.0,,,,,,4.45,3.42,5500.0,16.0,2023-06-27 15:17:53.414000,60122.637416,-461.36258400000224,v2.8.2,,null,True,,,,,,173.2,340.3,419.1,451.5,378.4,,,,,,,,,,,1.0,12.632439481766827,14.099009788839236,14.551288347529407,14.712988816607812,14.329455682008962,77600.55343658401,2.5868368756495057,257037.4133433735,2.2195883871059605,359568.81781100336,2.047136023039925,408152.32644315116,2.002196818740785,284062.1719015682,1.983860579523443,87672767.51275152,,139723750.75807104,,131692086.92076838,,95101731.03823726,,446895581.35016716,,4.652,91575.440949951,3.052693789700696,186282.49935437966,1.6086003469685712,246506.05166870152,1.403434873303125,262538.08928223286,1.2878841871121505,150549.19306557608,1.0514198613722971
41.0,6.9507e+07 1.2838e+08 1.2769e+08 9.1257e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.0,3.86,5197.0,41.018,2024-09-23 14:28:59.743000,60576.603232,-7.396767999998701,v2.12.0rc1,No,regular,True,250237310.0,41583450.0,76670458.0,76255810.0,55727591.0,237.986,462.169,555.862,583.83,482.768,69507000.0,128380000.0,127690000.0,91257000.0,416834000.0,20.573111718894904,21.239283786571306,21.23343257561776,20.868705827180136,22.517948198049755,2.0,12.850797406055054,14.292044417221515,14.692875286637774,14.79947239504842,14.386732735294057,119872.4320566185,2.116491348424054,397055.15621344396,1.8588708480261302,555439.1917829788,1.7976392787701836,630487.9263559696,1.8497113423703229,438801.29577881517,1.8827426053214726,135431351.98741257,1.9484562991844356,215836422.26379564,1.6812308947172117,203429615.41768873,1.5931522861436975,146907145.47112286,1.609817827357056,690336058.6929234,1.656141434462936,5.25,117391.259837727,2.072683281422013,255251.14278309114,1.194994954277282,355984.3422153843,1.152117901762279,387214.87372276484,1.1360023149041367,227134.58332441503,0.9745549096609164
12.0,6.4931e+07 1.1519e+08 1.1474e+08 8.2085e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,3.3,2.15,5310.0,12.014,2024-09-23 15:10:20.807000,60576.632114,-7.367885999999999,v2.12.0rc1,No,regular,True,182793290.0,31253880.0,55469119.0,55406394.0,40663895.0,226.631,442.327,532.084,561.619,463.665,64931000.0,115190000.0,114740000.0,82085000.0,376946000.0,20.133177113575904,20.755583830573624,20.751333998746993,20.38770639118727,22.0427447326649,2.0,12.378643460357893,13.83076413421735,14.231947883355474,14.34925584430357,13.93306845579242,168047.65771405032,3.2718533781803556,556626.6391712182,2.844966044497927,778663.2304050372,2.750358255762912,883873.109298943,2.8022465133987686,615150.0281790515,2.8613594608919257,189859512.25034156,2.9240195322779807,302578370.9275213,2.626776377528616,285185424.1554548,2.4854926281632808,205947283.07688835,2.5089514902465537,967773454.73479,2.5674060866405,3.5269999999999997,177551.79476267172,3.4568969743376683,376220.02186498593,1.9228924958744538,514481.0629099944,1.817226219956652,554848.1336015768,1.7591000693346834,322584.6973745133,1.5004970064032188
45.0,3.1728e+08 5.1949e+08 4.5828e+08 3.0174e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,4.09,3.21,5817.0,45.021,2024-12-08 15:50:23.471000,60652.659734,68.65973400000075,v2.10.3,No,regular,True,953572609.0,188929745.0,308783348.0,272383759.0,183475755.0,526.581,942.747,1066.331,1087.481,872.787,317280000.0,519490000.0,458280000.0,301740000.0,1596790000.0,21.210575457714707,21.745911695455273,21.609795976613995,21.156050930573066,22.96508822594841,2.5,13.564294640152292,14.82894451092331,15.0964288907979,15.139077104995062,14.661510060026362,304200.534779998,1.0970580369064766,1007607.7442079108,1.1337079147028164,1409539.2600222381,1.2396329364746677,1599990.5989996837,1.3529261001938373,1113547.0145047551,1.4618136742802965,343684440.1479245,1.0832212561394494,547728564.0341103,1.0543582437277144,516243782.9819061,1.1264811534038277,372806586.5403555,1.2355225907746918,1751867336.2121768,1.0971181784781823,4.248,356280.63144467503,1.284877853364626,683709.2744745378,0.7692741746807807,860412.468497345,0.7566980680523604,899782.6551483079,0.7608416195776018,505807.7556605336,0.6640013256291997
600.0,1.6035e+07 4.6105e+07 7.3371e+07 8.2485e+07,Yes,1537621000.0,710.625,498.12 604.38 710.62 816.88,9.05,6.59,4000.0,600.015,2024-12-08 16:07:57.882000,60652.668724,68.66872400000284,v2.10.3,Yes,regular,True,163764865.0,12393514.0,34339201.0,54656642.0,62375506.0,95.564,252.092,410.089,531.774,476.708,16035000.0,46105000.0,73371000.0,82485000.0,217996000.0,20.11729428470204,21.26399193993688,21.768432969721637,21.895559320884793,22.950743186104408,2.5,12.006093472145182,14.11241719304226,15.169012474887346,15.733257371920418,15.495884075114136,42063.6488783577,4.605940297495098,139328.02054450032,2.1924027566292517,194905.52361032236,1.15895855820722,221240.38280757528,0.7823664205381037,153976.8845625033,0.6775645064148579,47523327.41884386,2.9637248156435207,75737743.24506149,1.6427229854692873,71384152.03211477,0.9729205276214686,51550222.83939676,0.624964815898609,242241298.37636957,1.1112190057449198,9.675,20334.323103269482,2.2265942375679897,60037.22940554937,0.9447187057901889,123390.2851527992,0.7337104886949046,169621.0571554006,0.599826386351814,115372.35614769529,0.5076879803695481
45.0,5.7451e+07 1.2622e+08 1.2751e+08 9.3307e+07,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.23,3.98,4746.0,45.0,2024-12-04 06:41:40.938000,60648.278686,64.27868599999783,v2.10.3,Yes,regular,True,243408459.0,34425114.0,75506328.0,76289816.0,57187199.0,218.838,449.36,557.075,591.979,492.231,57451000.0,126220000.0,127510000.0,93307000.0,404488000.0,20.49521269676044,21.349789155158533,21.360829329928073,21.021754281180193,22.614232820227873,2.5,12.797582400701007,14.359940769902071,14.826537060312022,14.958500219227897,14.557813522909436,106403.85182285136,2.2218353675558116,352442.9869519924,1.745420415739536,493031.370475287,1.5887194609097242,559647.8084334764,1.596990034038903,389498.6299574817,1.607563035676718,120214608.66190389,2.092471996343038,191585557.2337431,1.5178700462188488,180572749.57981712,1.4161457891915703,130401009.39175351,1.3975479802346396,612771547.5267804,1.5149313391912254,5.550000000000001,90003.4348329963,1.8793757113829366,217294.91676175495,1.07612010450942,329918.3823577477,1.06311238179089,375799.6980536987,1.0723679491687377,234643.42843781848,0.9684349908041229
30.0,5.6205e+08 8.4669e+08 7.3754e+08 4.9595e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,3.32,2.11,5879.0,30.0,2024-07-25 12:41:57.438000,60516.528962,-67.47103800000332,v2.12.0rc1,No,regular,True,1159452801.0,245846878.0,369788486.0,322131621.0,221685815.0,670.743,1197.477,1347.734,1366.012,1091.111,562050000.0,846690000.0,737540000.0,495950000.0,2642230000.0,21.501634243574543,21.946507939403144,21.796660810616835,21.365791599695186,23.18212341133203,2.0,13.75997760814483,15.018532766456351,15.275217786617006,15.304469435736948,14.81654153381142,411970.4735061487,0.9157012197500521,1364575.6401776357,0.9516193249678967,1908900.5112920962,1.0509327471839165,2166823.5565463123,1.1612200324882,1508046.2996840389,1.2667088566972076,465442447.84722084,0.8281157332038446,741773830.3490057,0.8760866791257789,699134851.5329604,0.9479280466591106,504881775.0906193,1.0180094265361816,2372506072.4868255,0.8979180739325591,3.4779999999999998,533089.5562271979,1.1849168527024874,1013359.0069144097,0.7066900402710511,1264623.9515012947,0.6962304822299193,1317638.9252266993,0.7061344293294616,738133.1819063622,0.6200073824913587
30.0,3.8326e+08 6.2657e+08 5.5053e+08 3.5303e+08,No,480769230769.2308,498.125,498.12 604.38 710.62 816.88,3.3,2.4,5879.0,30.016,2025-10-31 09:21:09.851000,60979.389522,395.38952199999767,v2.12.0rc1,No,regular,True,838496126.0,167458997.0,273409766.0,240219556.0,157407805.0,508.552,1023.208,1157.97,1136.742,898.839,383260000.0,626570000.0,550530000.0,353030000.0,1913390000.0,21.065930601359085,21.5996208560574,21.459149338043662,20.976725894948412,22.81170561287077,4.0,13.138873696283603,14.657016498379637,14.925683403667314,14.885506395562906,14.375606402660242,419853.3788867101,1.6234051501623292,1390686.2994309377,1.3283157497648792,1945426.6292523385,1.4508424032835783,2208284.938298408,1.7089576376891176,1536902.2178976536,1.9023149524877647,474348520.03547966,1.237667693042529,755967403.1763341,1.206517074191765,712512542.9873592,1.2942301836182573,514542504.4810955,1.4575036242843258,2417903114.476399,1.263675003254119,3.4579999999999997,542938.4595569471,2.09932594517426,1032080.9548138672,0.9857934085297398,1287988.054026525,0.9605439010683968,1341982.486728665,1.038539538338362,751770.2945981324,0.9305106438107785
600.0,2.5942e+08 2.5102e+08 1.8447e+08 1.1636e+08,Yes,250221400.0,604.375,498.12 604.38 710.62 816.88,4.34,3.83,45000.0,282.515,2024-11-25 11:26:48.177000,60639.475311,55.475311000001966,v2.10.3,Yes,regular,True,476460669.0,152106732.0,146862080.0,107895326.0,69596529.0,487.235,728.74,708.392,662.865,500.084,259420000.0,251020000.0,184470000.0,116360000.0,811270000.0,18.42963051153373,18.393892687141943,18.059436243451668,17.559131155478447,19.667535415226276,2.5,10.833314263143071,11.707484915451772,11.645990113935753,11.50174731602735,10.889836672445398,1516304.232978071,6.387183476002519,5022476.008560912,9.457419521323148,7025925.671255698,,7975240.805355295,,5550536.105844733,,1713113922.6362157,6.6036308790232665,2730183037.871937,,2573245421.6433144,,1858274856.9527342,,8732278723.427153,,4.361,,,,,,,,,,
900.0,,,,,,11.94,9.31,3187.4,900.0,2023-06-11 07:20:10.220000,60106.300459,-477.6995410000018,v2.9.1,,regular,True,,,,,,18.84,50.807,87.865,122.55,112.375,,,,,,,,,,,1.0,10.92979821868598,13.084011485846826,14.273473293243962,14.995960304342171,14.807742250108113,4405.420266582396,,14592.136007614832,5.652906017058987,20412.892525440166,2.644068621867913,23171.001379968573,1.5428303441017888,16126.344383448903,1.2770165349222902,4977224.64239483,,7932183.677214899,,7476222.307401392,,5398970.429319162,,25370474.357957307,,13.34,808.575589601392,2.278026800730568,2577.6306384639915,0.9985586577814817,8560.734118770708,1.1088662929756743,24181.132399543614,1.6100894479688381,15609.878876995585,1.2361185498752383
60.0,8.354e+07 1.2354e+08 1.1424e+08 8.0734e+07,No,1100352112.676056,604.375,498.12 604.38 710.62 816.88,4.42,3.5,5837.0,60.0,2025-07-13 10:55:02.643000,60869.454541,285.45454099999915,v2.10.3,No,regular,True,235982003.0,48866110.0,72123339.0,66706202.0,48286350.0,277.191,456.469,523.678,551.391,457.101,83540000.0,123540000.0,114240000.0,80734000.0,402054000.0,19.779358051363648,20.204140866545078,20.11916736012114,19.74226304983919,21.485332842119206,3.0,12.188517500244235,13.271678318046513,13.569943520717564,13.681920239633987,13.274682731023608,299154.8762866598,3.8934789931118035,990894.9380447225,4.755596866643124,1386159.7687791737,5.054574840145869,1573452.1638817375,5.17528412589021,1095077.0339850613,5.241074441222577,337983877.1436063,4.0457730086617945,538643598.804969,4.360074460134118,507681043.83314127,4.443986728231279,366622985.5775547,4.541122520592993,1722809779.457541,4.285020866494404,4.578,366367.9061560221,4.768251696495706,700917.6565966366,3.3639104243111633,879692.3444112327,3.2077621146414255,918858.8273405139,3.0222434543786187,515955.2787565566,2.4693788111547117
60.0,7.3344e+07 1.0832e+08 9.9984e+07 7.0366e+07,No,1100352112.676056,604.375,498.12 604.38 710.62 816.88,4.42,3.5,5837.0,60.0,2025-07-13 11:00:28.079000,60869.458307,285.4583070000008,v2.10.3,No,regular,True,206386748.0,42855772.0,63178517.0,58316927.0,42035530.0,258.597,427.026,489.513,514.509,425.561,73344000.0,108320000.0,99984000.0,70366000.0,352014000.0,19.638033353079038,20.061393502393564,19.974448142349225,19.593029033998818,21.341021714567454,3.0,12.037739285521408,13.12689346594317,13.423443023309666,13.531586754141033,13.119430977749373,299154.8762866598,4.473517305627625,990894.9380447225,5.433991729340838,1386159.7687791737,5.784753136597375,1573452.1638817375,5.943846592404312,1095077.0339850613,6.046736303081197,337983877.1436063,4.608200768210165,538643598.804969,4.9727067836500085,507681043.83314127,5.077622857988691,366622985.5775547,5.210229167176686,1722809779.457541,4.894151310622705,4.578,366367.9061560221,5.478610908033553,700917.6565966366,3.8437785911095066,879692.3444112327,3.67115188536702,918858.8273405139,3.471065746488771,515955.2787565566,2.8489735589379634
519.0,,,,,,8.03,7.12,6250.0,519.0,2023-06-05 06:59:11.082000,60100.288088,-483.71191199999885,v2.8.2,,null,True,,,,,,125.9,238.8,271.9,278.4,216.6,,,,,,,,,,,1.0,11.742210255918168,13.132253217665513,13.414127643316355,13.465427760071478,12.920373866825361,93091.96419260654,5.873009908806334,308349.83282272454,5.407232856471156,431349.59778082266,5.8345985834474545,489631.8399252836,6.317295464090829,340769.54820618767,7.263465430364418,105174895.9578434,,167616825.22092617,,157981799.0614765,,114086904.64690313,,536109416.9371072,,8.17,113330.12816322886,7.149800430591802,204202.2108938069,3.5808967172161568,241724.91068058775,3.269663003505467,247758.4636263,3.1966128238216234,136086.25664615695,2.9006635889277876
40.0,,,,,,5.23,4.09,5750.0,40.0,2023-06-03 09:21:25.318000,60098.38964,-485.61035999999876,v2.8.2,,null,True,,,,,,239.6,459.2,524.9,518.9,394.0,,,,,,,,,,,1.0,13.122284090266463,14.53485941862968,14.825232885520798,14.800268375154731,14.202331130807964,94581.20162031232,1.6475219136149344,313282.6550684377,1.485705024173032,438250.107089144,1.590628960448804,497464.71860753454,1.8475446529641104,346221.0044066504,2.230288105894576,106857429.92169234,,170298273.09666052,,160509110.7376152,,115912008.34822534,,544685820.0238048,,5.3950000000000005,113248.42913384976,1.9726887106963498,219573.12309866172,1.0412989256930973,278821.1940929533,1.011981649147564,292726.64330927475,1.0871636206483561,165164.77546150502,1.063959232790751
600.0,,,,,,11.64,8.91,3132.5,600.0,2023-07-05 11:48:03.757000,60130.488235,-453.5117650000029,v2.9.1,,regular,True,,,,,,26.286,72.748,126.632,175.887,161.387,,,,,,,,,,,1.0,11.793244391849987,14.003727164674025,15.20733920447476,15.92079058136503,15.733964617183998,3871.6499683968004,5.603341338900177,12824.121081313211,2.4231789830927033,17939.622083392795,1.1187327651529033,20363.55247216224,0.6582427146590681,14172.441434508504,0.5441361428370446,4374173.282763983,,6971103.0559704425,,6570386.957118411,,4744819.433144505,,22296532.521833133,,13.18,584.7059551650726,0.8462301800062366,1882.3033978302763,0.3556702252345888,6517.249646005278,0.40642220241734084,19588.8945600629,0.6332022445500601,12483.196423558582,0.47927933825523833
90.0,2.7039e+08 4.4812e+08 4.0576e+08 2.7628e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,4.53,3.4,5844.0,90.0,2024-12-01 07:26:17.778000,60645.309406,61.30940600000031,v2.10.3,No,regular,True,832802983.0,160287426.0,265197247.0,240088009.0,167230300.0,471.698,881.122,1005.265,1026.587,820.949,270390000.0,448120000.0,405760000.0,276280000.0,1400550000.0,20.72437029086704,21.272879544652305,21.165066806065738,20.747767344736964,22.510140271058027,2.5,13.012713900604489,14.369573950973564,14.65579653701046,14.701372528148863,14.215974617318338,405496.7197768501,1.8224653321483295,1343132.5339173104,1.7300026925717016,1878903.818328489,1.8592741223234162,2132773.8297284204,2.0237333206592725,1484348.6781689706,2.202437402106635,458128429.0611647,1.694324601727744,730117506.8759942,1.6292901608408332,688148562.1179109,1.6959497291943781,496948001.9574847,1.798711459235141,2335224225.7956543,1.6673622689626606,4.688000000000001,517412.8128293501,2.3254612622015034,988830.3745200001,1.2736488523787046,1239867.2765415565,1.2269138632333647,1294533.3065625748,1.2283488059901324,726618.3474299953,1.078137131102401
30.0,5.1614e+08 7.8642e+08 6.8258e+08 4.6002e+08,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,3.32,2.11,5879.0,30.0,2024-10-23 08:55:48.403000,60606.371916,22.371915999996418,v2.12.0rc1,No,regular,True,1072742146.0,225832632.0,343546716.0,298170150.0,205192648.0,651.244,1155.42,1292.617,1304.446,1037.751,516140000.0,786420000.0,682580000.0,460020000.0,2445160000.0,21.409115656904188,21.86633323773303,21.712580760806855,21.284138647300537,23.09796506974728,2.0,13.695915538758749,14.940896267138765,15.18454617968913,15.20432739005075,14.707662665933864,411970.4735061487,0.9713564323661024,1364575.6401776357,1.0221575776969376,1908900.5112920962,1.1424667456112254,2166823.5565463123,1.2734190356771526,1508046.2996840389,1.400323426228524,465442447.84722084,0.9017755799729159,741773830.3490057,0.9432285933076545,699134851.5329604,1.0242533498387887,504881775.0906193,1.0975213579640435,2372506072.4868255,0.9702866366564256,3.4779999999999998,533089.5562271979,1.256934665879037,1013359.0069144097,0.7590730461157644,1264623.9515012947,0.7568706707065328,1317638.9252266993,0.7743623076570522,738133.1819063622,0.6854067985290911
1200.0,,,,,,12.47,10.79,4750.0,1200.0,2023-07-03 08:18:46.399000,60128.339422,-455.6605780000027,v2.8.2,,null,True,,,,,,30.3,64.5,84.9,94.9,83.5,,,,,,,,,,,1.0,12.179260027392464,13.819845458057276,14.416585336100702,14.658377947017403,14.380479262298948,3605.172768548308,3.9268184693747976,11941.464874228086,2.8703719426063543,16704.877130170113,2.317543556428211,18961.973691527615,2.1054799729877733,13196.983286351475,1.892786874588759,4073108.5022291616,,6491297.27875048,,6118161.5925979195,,4418243.888699139,,20761910.9518958,,12.790000000000001,2931.2035497986126,3.192719177639025,7070.591083277589,1.6995591811255546,10722.908284115774,1.48763782016337,12207.43301472499,1.3554762891363643,7619.011977633871,1.0927623045120112
