ObsID,OBJECT,NOTJUNK,READSPED,SNRCL452,SNRCL548,SNRCL652,SNRCL747,SNRCL852,SNRSC452,SNRSC548,SNRSC652,SNRSC747,SNRSC852,EXPTIME,ELAPSED,DATE-MID,MJD-OBS
KP.20251216.08385.95,autocal-thar-all-eve,True,regular,73.377,119.955,127.884,563.379,346.268,89.535,193.416,212.854,1003.163,529.651,20.0,20.019,2025-12-16 02:19:55.959000,61025.097057
KP.20240213.06318.50,autocal-thar-sky-eve,True,regular,6.04,5.931,7.249,10.136,7.142,9.407,10.044,14.745,29.219,15.631,10.0,10.015,2024-02-13 01:45:23.504000,60353.073128
KP.20231201.05963.81,autocal-thar-sci-eve,True,regular,4.712,4.805,3.506,15.594,6.376,28.053,62.612,70.127,162.478,96.095,10.0,10.015,2023-12-01 01:39:28.822000,60279.069023
KP.20231201.06140.03,autocal-thar-sci-eve,True,regular,4.728,4.779,3.316,16.061,6.331,28.328,61.927,70.333,162.18,98.532,10.0,10.0,2023-12-01 01:42:25.077000,60279.071066
KP.20231028.06430.33,autocal-thar-sky-eve,True,regular,4.861,4.736,3.749,8.67,4.643,9.243,9.137,4.814,25.997,12.308,10.0,10.0,2023-10-28 01:47:15.341000,60245.074426
KP.20230713.05015.46,autocal-thar-sci-eve,True,regular,4.8,4.8,0.8,24.9,8.4,42.3,90.9,96.9,233.7,135.2,10.0,10.0,2023-07-13 01:23:40.465000,60138.058049
KP.20230922.06252.22,autocal-thar-sky-eve,True,regular,4.774,4.675,3.682,8.44,4.658,9.181,9.44,4.775,25.807,12.318,10.0,10.018,2023-09-22 01:44:17.230000,60209.072359
KP.20221220.00556.20,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-20 00:09:17.306000,59933.006437
KP.20250822.07631.88,autocal-thar-all-eve,True,regular,26.162,43.39,42.659,359.7,128.264,46.86,98.419,100.828,870.393,338.167,20.0,20.017,2025-08-22 02:07:21.884000,60909.088331
KP.20241209.07705.42,autocal-thar-all-eve,True,regular,29.198,48.873,47.929,333.193,139.011,50.044,108.469,108.293,813.374,287.513,20.0,20.0,2024-12-09 02:08:35.430000,60653.08918
KP.20231202.06081.02,autocal-thar-sci-eve,True,regular,5.374,4.959,4.604,15.917,6.763,28.574,63.395,70.489,161.307,96.167,10.0,10.0,2023-12-02 01:41:26.061000,60280.070382
KP.20231028.06993.48,autocal-thar-all-eve,True,regular,9.482,17.154,17.1,52.047,31.062,25.854,57.087,63.721,163.44,94.57,10.0,10.0,2023-10-28 01:56:38.484000,60245.080943
KP.20250822.08111.80,autocal-thar-all-eve,True,regular,26.298,44.154,43.063,356.642,127.961,47.067,100.408,101.725,862.833,337.435,20.0,20.0,2025-08-22 02:15:21.811000,60909.093885
KP.20250822.08180.44,autocal-thar-all-eve,True,regular,25.771,42.342,41.851,345.553,126.413,45.259,97.053,96.395,836.001,309.719,20.0,20.0,2025-08-22 02:16:30.451000,60909.094682
KP.20251215.07711.84,autocal-thar-all-eve,True,regular,46.147,75.714,72.176,486.811,246.017,58.098,120.768,120.238,872.975,334.213,20.0,20.016,2025-12-15 02:08:41.851000,61024.089255
KP.20251023.63692.57,autocal-thar-all-morn,True,regular,28.856,49.632,-133.469,359.29,-119.545,35.856,83.903,-302.787,603.437,-376.591,20.0,20.016,2025-10-23 17:41:42.574000,60971.737182
KP.20250822.08248.91,autocal-thar-all-eve,True,regular,34.662,55.515,56.253,373.807,157.376,62.188,127.632,131.686,900.913,397.667,20.0,20.021,2025-08-22 02:17:38.923000,60909.095473
KP.20251023.63761.18,autocal-thar-all-morn,True,regular,29.639,50.89,-133.996,368.22,-94.013,37.009,86.694,-303.542,616.748,-376.408,20.0,20.0,2025-10-23 17:42:51.189000,60971.737973
KP.20251023.63829.77,autocal-thar-all-morn,True,regular,27.868,48.582,-133.455,358.225,-121.122,35.044,83.421,-302.854,589.677,-376.637,20.0,20.0,2025-10-23 17:43:59.780000,60971.73877
KP.20250822.08487.08,autocal-thar-hk,True,regular,57.052,139.397,224.681,1520.427,1565.211,91.248,324.093,563.668,3409.733,3310.817,120.0,120.0,2025-08-22 02:22:27.093000,60909.09823
KP.20250118.05918.08,autocal-thar-sci-eve,True,regular,13.683,13.689,15.721,47.227,27.08,48.661,103.552,89.609,686.223,255.114,20.0,20.0,2025-01-18 01:38:48.084000,60693.068497
KP.20250512.08184.89,autocal-thar-all-eve,True,regular,25.13,41.463,38.554,350.897,118.538,42.769,92.535,90.474,845.058,278.97,20.0,20.018,2025-05-12 02:16:34.898000,60807.094729
KP.20250512.63911.40,autocal-thar-all-morn,True,regular,28.015,47.042,44.367,346.156,128.743,49.451,103.677,104.171,830.248,294.682,20.0,20.001,2025-05-12 17:45:21.406000,60807.739715
KP.20230712.05518.10,autocal-thar-sky-eve,True,regular,5.2,4.7,2.7,12.6,4.8,9.6,9.2,-0.2,38.0,15.4,10.0,10.0,2023-07-12 01:32:03.110000,60137.063867
KP.20250822.63417.18,autocal-thar-all-morn,True,regular,39.709,64.856,67.715,409.891,193.808,75.644,149.899,159.76,949.148,466.415,20.0,20.0,2025-08-22 17:37:07.190000,60909.733995
KP.20250822.63760.31,autocal-thar-all-morn,True,regular,39.814,63.929,66.397,411.59,195.136,74.412,147.28,156.86,951.65,466.143,20.0,20.0,2025-08-22 17:42:50.321000,60909.737968
KP.20250822.63897.81,autocal-thar-all-morn,True,regular,39.886,63.377,65.842,410.975,193.307,73.05,146.981,155.036,953.748,465.824,20.0,20.019,2025-08-22 17:45:07.824000,60909.739556
KP.20250511.07718.96,autocal-thar-all-eve,True,regular,23.903,40.517,38.086,344.277,116.599,41.242,90.554,89.037,835.379,275.705,20.0,20.015,2025-05-11 02:08:48.966000,60806.08934
KP.20250510.08334.45,autocal-thar-all-eve,True,regular,25.252,41.605,42.431,376.893,140.499,44.09,95.036,97.389,903.092,346.086,20.0,20.0,2025-05-10 02:19:04.463000,60805.096462
KP.20230307.31026.10,autocal-thar-sci,True,regular,5.6,5.4,3.7,12.2,5.5,24.5,51.2,58.5,126.4,72.7,2.0,2.0,2023-03-07 08:37:07.209000,60010.359098
KP.20250819.08105.31,autocal-thar-all-eve,True,regular,43.126,69.803,69.884,413.526,192.276,77.162,157.896,161.968,954.128,454.616,20.0,20.001,2025-08-19 02:15:15.321000,60906.093808
KP.20250819.08173.91,autocal-thar-all-eve,True,regular,42.133,69.341,68.897,412.177,191.305,77.31,156.407,159.968,952.387,450.892,20.0,20.0,2025-08-19 02:16:23.915000,60906.094604
KP.20250501.63927.05,autocal-thar-all-morn,True,regular,23.163,39.426,38.481,335.041,120.517,40.79,90.136,88.469,810.851,275.249,20.0,20.0,2025-05-01 17:45:37.060000,60796.739893
KP.20250501.64132.60,autocal-thar-all-morn,True,regular,22.859,39.414,38.191,334.698,111.613,40.338,89.229,88.698,807.518,274.065,20.0,20.0,2025-05-01 17:49:02.611000,60796.742272
KP.20250501.64338.23,autocal-thar-all-morn,True,regular,23.157,38.705,38.355,335.27,113.03,40.282,89.756,88.552,808.621,272.142,20.0,20.02,2025-05-01 17:52:28.239000,60796.744651
KP.20250501.64406.84,autocal-thar-all-morn,True,regular,23.191,39.694,39.211,335.423,112.98,40.913,88.889,88.973,808.989,272.275,20.0,20.076,2025-05-01 17:53:36.877000,60796.745448
KP.20250823.08200.24,autocal-thar-all-eve,True,regular,33.001,54.524,55.276,371.756,153.09,59.598,126.142,128.39,900.157,381.311,20.0,20.018,2025-08-23 02:16:50.244000,60910.094908
KP.20231128.06517.96,autocal-thar-sky-eve,True,regular,4.845,4.75,3.585,8.844,4.683,9.306,9.444,4.155,26.677,12.243,10.0,10.018,2023-11-28 01:48:42.970000,60276.07544
KP.20250428.08253.43,autocal-thar-all-eve,True,regular,21.372,37.69,35.439,324.444,112.652,38.19,86.01,83.967,770.752,253.155,20.0,20.0,2025-04-28 02:17:43.437000,60793.095523
KP.20250428.08664.77,autocal-thar-all-eve,True,regular,21.648,37.962,35.727,320.933,112.061,37.563,85.246,83.919,768.177,261.75,20.0,20.053,2025-04-28 02:24:34.795000,60793.100287
KP.20250428.64458.05,autocal-thar-all-morn,True,regular,24.251,40.564,39.087,330.598,117.174,41.162,92.203,89.887,802.627,263.237,20.0,20.0,2025-04-28 17:54:28.063000,60793.74604
KP.20250830.63888.21,autocal-thar-all-morn,True,regular,40.278,65.903,63.841,387.731,169.577,73.88,147.994,150.152,898.0,414.065,20.0,20.015,2025-08-30 17:44:58.221000,60917.739447
KP.20250830.63956.77,autocal-thar-all-morn,True,regular,38.713,64.695,63.475,386.627,169.479,72.612,145.579,148.609,896.798,406.86,20.0,20.0,2025-08-30 17:46:06.779000,60917.740238
KP.20250822.07769.05,autocal-thar-all-eve,True,regular,26.766,43.933,42.588,361.25,132.647,46.194,99.588,100.824,867.956,339.096,20.0,20.0,2025-08-22 02:09:39.059000,60909.089919
KP.20250426.08418.77,autocal-thar-all-eve,True,regular,45.105,72.734,77.502,429.645,223.519,79.852,166.068,183.994,1024.973,549.825,20.0,20.0,2025-04-26 02:20:28.780000,60791.097438
KP.20250426.08487.21,autocal-thar-all-eve,True,regular,44.913,72.811,76.729,428.885,225.962,80.77,166.106,183.675,1022.055,550.804,20.0,20.017,2025-04-26 02:21:37.215000,60791.098229
KP.20250426.63990.80,autocal-thar-all-morn,True,regular,39.012,64.975,66.609,399.246,193.568,71.975,148.483,157.496,961.225,480.193,20.0,20.058,2025-04-26 17:46:40.830000,60791.740635
KP.20250426.64059.41,autocal-thar-all-morn,True,regular,39.494,64.737,66.563,400.572,192.759,71.821,149.513,158.609,961.318,479.506,20.0,20.0,2025-04-26 17:47:49.416000,60791.741426
KP.20250426.64333.60,autocal-thar-all-morn,True,regular,38.27,64.517,65.679,397.993,173.18,69.601,147.298,157.254,959.257,480.539,20.0,20.018,2025-04-26 17:52:23.607000,60791.744602
KP.20250426.64470.52,autocal-thar-all-morn,True,regular,37.93,64.084,66.228,396.359,167.506,70.308,147.839,157.363,957.507,476.024,20.0,20.018,2025-04-26 17:54:40.530000,60791.746184
KP.20251202.07714.02,autocal-thar-all-eve,True,regular,29.596,51.076,47.331,404.283,181.736,39.145,86.19,85.416,770.039,226.1,20.0,20.001,2025-12-02 02:08:44.056000,61011.089283
KP.20251202.07988.50,autocal-thar-all-eve,True,regular,30.109,51.205,47.385,404.747,172.154,38.644,85.615,85.097,754.386,224.768,20.0,20.016,2025-12-02 02:13:18.512000,61011.092459
KP.20250819.64025.42,autocal-thar-all-morn,True,regular,34.673,58.496,57.319,386.279,162.707,62.964,130.691,134.55,908.498,405.593,20.0,20.0,2025-08-19 17:47:15.432000,60906.741036
KP.20250819.64094.01,autocal-thar-all-morn,True,regular,35.661,58.519,57.045,385.978,164.906,63.097,131.189,134.733,909.662,407.411,20.0,20.0,2025-08-19 17:48:24.049000,60906.741827
KP.20251202.08331.67,autocal-thar-all-eve,True,regular,30.111,50.944,47.703,405.561,175.011,38.551,85.951,85.531,769.11,224.591,20.0,20.0,2025-12-02 02:19:01.675000,61011.096432
KP.20231024.06092.47,autocal-thar-sci-eve,True,regular,4.685,4.747,3.394,15.635,6.413,26.317,58.832,65.236,160.013,94.331,10.0,10.001,2023-10-24 01:41:37.482000,60241.070516
KP.20240810.06491.99,autocal-thar-sky-eve,True,regular,6.211,5.972,8.194,24.822,12.634,8.938,9.516,17.343,64.918,32.799,10.0,10.021,2024-08-10 01:48:16.998000,60532.075135
KP.20250127.06305.12,autocal-thar-sky-eve,True,regular,13.929,13.758,14.306,30.707,16.426,21.696,22.178,28.247,79.373,39.205,20.0,20.0,2025-01-27 01:45:15.125000,60702.072973
KP.20250127.06442.18,autocal-thar-sky-eve,True,regular,13.84,13.725,14.403,30.929,16.779,22.349,21.67,28.063,79.369,39.261,20.0,20.0,2025-01-27 01:47:32.192000,60702.074561
KP.20240925.06512.57,autocal-thar-sky-eve,True,regular,6.448,6.027,9.741,33.209,15.942,9.578,9.357,20.743,84.627,38.97,20.0,20.058,2024-09-25 01:48:42.595000,60578.075374
KP.20241201.06380.87,autocal-thar-sky-eve,True,regular,14.507,13.807,14.755,32.245,17.06,21.744,21.962,28.905,80.548,40.002,20.0,20.015,2024-12-01 01:46:30.879000,60645.073849
KP.20250814.08195.46,autocal-thar-all-eve,True,regular,24.393,39.697,38.177,312.742,96.361,40.828,90.881,87.511,757.059,241.967,20.0,20.0,2025-08-14 02:16:45.466000,60901.094854
KP.20251022.63830.45,autocal-thar-all-morn,True,regular,30.654,53.72,-133.494,377.689,-90.959,39.158,88.682,-302.595,626.028,-366.454,20.0,20.0,2025-10-22 17:44:00.458000,60970.738776
KP.20251022.64105.02,autocal-thar-all-morn,True,regular,31.231,53.648,-134.25,387.845,-90.01,39.581,88.103,-304.397,633.362,-358.39,20.0,20.001,2025-10-22 17:48:35.055000,60970.741958
KP.20221215.05670.49,autocal-thar-all,,,,,,,,,,,,,2.0,2.0,2022-12-15 01:34:31.601000,59928.065629
KP.20221215.05862.97,autocal-thar-all,,,,,,,,,,,,,2.0,2.0,2022-12-15 01:37:44.082000,59928.067854
KP.20240209.06255.06,autocal-thar-sky-eve,True,regular,6.326,6.491,8.257,11.125,8.848,10.114,10.2,18.517,31.213,20.839,10.0,10.0,2024-02-09 01:44:20.066000,60349.072396
KP.20231019.07465.12,autocal-thar-all-eve,True,regular,9.365,16.704,17.364,51.5,31.281,26.199,57.712,64.221,164.422,95.595,10.0,10.0,2023-10-19 02:04:30.128000,60236.086398
KP.20250226.06494.29,autocal-thar-sky-eve,True,regular,17.037,17.392,17.491,31.879,18.709,25.77,26.87,32.35,81.695,40.931,20.0,20.015,2025-02-26 01:48:24.294000,60732.075162
KP.20250226.07123.08,autocal-thar-all-eve,True,regular,29.277,46.966,43.818,345.792,143.047,49.093,102.248,102.687,836.226,343.277,20.0,20.001,2025-02-26 01:58:53.089000,60732.08244
KP.20250226.07396.93,autocal-thar-all-eve,True,regular,29.852,48.809,44.906,353.641,143.487,48.776,104.108,103.41,838.545,339.464,20.0,20.0,2025-02-26 02:03:26.938000,60732.08561
KP.20250226.63764.19,autocal-thar-all-morn,True,regular,29.393,49.434,43.61,337.356,139.558,49.243,102.204,102.259,810.099,334.186,20.0,20.021,2025-02-26 17:42:54.204000,60732.738009
KP.20221215.41236.89,autocal-thne-all,,,,,,,,,,,,,5.0,5.0,2022-12-15 11:27:19.503000,59928.477277
KP.20250226.63695.65,autocal-thar-all-morn,True,regular,29.545,47.469,43.906,337.438,138.16,49.32,101.893,104.331,809.324,342.857,20.0,20.0,2025-02-26 17:41:45.662000,60732.737218
KP.20240209.70253.29,autocal-thar-all-morn,True,regular,11.083,19.849,22.805,42.62,16.486,29.158,67.791,82.584,143.885,47.012,10.0,10.015,2024-02-09 19:30:58.297000,60349.813113
KP.20231130.06297.50,autocal-thar-sky-eve,True,regular,4.8,4.683,3.575,8.804,4.817,8.893,9.149,2.898,26.385,12.623,10.0,10.015,2023-11-30 01:45:02.505000,60278.072887
KP.20250225.63693.39,autocal-thar-all-morn,True,regular,25.261,39.959,35.443,296.777,69.408,39.411,85.568,81.807,729.026,220.56,20.0,20.001,2025-02-25 17:41:43.400000,60731.737188
KP.20240315.63733.31,autocal-thar-all-morn,True,regular,6.288,8.22,7.868,25.036,7.788,11.176,16.368,14.674,59.637,15.407,10.0,10.0,2024-03-15 17:42:18.318000,60384.737653
KP.20250224.06565.46,autocal-thar-sky-eve,True,regular,16.594,16.238,16.797,28.221,17.494,26.289,25.595,31.017,72.479,37.815,20.0,20.064,2025-02-24 01:49:35.492000,60730.07599
KP.20250808.63834.02,autocal-thar-all-morn,True,regular,23.924,39.317,38.031,355.093,127.267,40.682,88.998,89.993,860.094,310.211,20.0,20.0,2025-08-08 17:44:04.059000,60895.738818
KP.20250815.07990.12,autocal-thar-all-eve,True,regular,24.877,40.895,39.245,339.972,125.321,43.604,93.065,91.285,816.164,294.558,20.0,20.0,2025-08-15 02:13:20.123000,60902.09248
KP.20250109.63518.62,autocal-thar-all-morn,True,regular,27.497,44.837,42.531,375.242,156.315,45.973,99.145,100.554,882.972,337.046,20.0,20.0,2025-01-09 17:38:48.631000,60684.735166
KP.20250814.07714.02,autocal-thar-all-eve,True,regular,24.295,39.649,37.589,313.08,75.629,42.485,89.45,87.387,756.183,250.652,20.0,20.0,2025-08-14 02:08:44.058000,60901.089282
KP.20231129.06475.91,autocal-thar-sky-eve,True,regular,4.731,4.72,3.567,8.91,4.721,9.044,9.189,3.994,26.617,12.619,10.0,10.015,2023-11-29 01:48:00.917000,60277.07495
KP.20250215.07355.88,autocal-thar-all-eve,True,regular,27.473,44.935,41.813,374.89,152.066,46.051,99.849,100.678,891.971,367.341,20.0,20.019,2025-02-15 02:02:45.892000,60721.085134
KP.20221213.11174.01,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 03:06:15.120000,59926.129326
KP.20221213.11300.89,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 03:08:21.995000,59926.130796
KP.20260114.63826.96,autocal-thar-all-morn,True,regular,33.986,55.424,53.984,467.689,212.431,44.497,92.98,93.421,849.689,283.618,20.0,20.019,2026-01-14 17:43:56.971000,61054.73874
KP.20260114.63895.49,autocal-thar-all-morn,True,regular,34.09,55.924,53.93,467.35,203.978,44.366,93.466,93.444,849.474,285.363,20.0,20.0,2026-01-14 17:45:05.496000,61054.739531
KP.20241129.07702.43,autocal-thar-all-eve,True,regular,34.347,54.005,52.603,350.732,155.299,56.542,118.672,122.685,836.78,336.882,20.0,20.0,2024-11-29 02:08:32.446000,60643.089145
KP.20241026.07480.54,autocal-thar-all-eve,True,regular,35.411,58.862,62.147,422.382,183.541,66.408,134.949,146.15,1034.249,461.792,20.0,20.015,2024-10-26 02:04:50.543000,60609.086577
KP.20260114.63964.17,autocal-thar-all-morn,True,regular,33.411,56.057,54.145,471.246,212.327,45.013,93.561,93.783,849.906,282.06,20.0,20.0,2026-01-14 17:46:14.176000,61054.740328
KP.20250213.07519.32,autocal-thar-all-eve,True,regular,35.008,57.312,55.219,405.137,174.948,58.254,125.879,129.495,956.765,403.087,20.0,20.0,2025-02-13 02:05:29.334000,60719.087029
KP.20221213.08639.95,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 02:24:01.059000,59926.099995
KP.20231129.06966.43,autocal-thar-all-eve,True,regular,10.039,17.838,18.786,53.956,31.643,27.499,60.578,68.692,164.798,98.587,10.0,10.0,2023-11-29 01:56:11.443000,60277.080628
KP.20251129.63761.06,autocal-thar-all-morn,True,regular,26.883,46.714,42.909,388.221,164.994,35.257,79.507,78.439,719.437,229.471,20.0,20.001,2025-11-29 17:42:51.073000,61008.737975
KP.20251129.63829.56,autocal-thar-all-morn,True,regular,26.968,47.38,43.212,389.919,164.039,36.095,80.92,77.807,719.477,225.801,20.0,20.016,2025-11-29 17:43:59.567000,61008.738766
KP.20250212.07631.39,autocal-thar-all-eve,True,regular,56.0,90.291,91.895,431.045,266.971,101.189,199.413,218.82,1027.549,565.309,20.0,20.0,2025-02-12 02:07:21.402000,60718.088328
KP.20260113.07847.13,autocal-thar-all-eve,True,regular,44.018,72.872,69.915,485.624,244.037,55.597,114.607,119.283,867.318,320.569,20.0,20.0,2026-01-13 02:10:57.137000,61053.090824
KP.20240311.63499.89,autocal-thar-all-morn,True,regular,6.711,8.545,7.328,24.69,7.954,11.983,16.944,14.582,60.772,15.739,10.0,10.015,2024-03-11 17:38:24.897000,60380.734949
KP.20221213.45695.55,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 12:41:36.658000,59926.528882
KP.20250802.08369.34,autocal-thar-hk,True,regular,93.013,216.502,605.455,1546.88,1592.787,132.971,489.401,1457.666,3419.258,3356.25,120.0,120.0,2025-08-02 02:20:29.362000,60889.096869
KP.20221213.64018.66,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:46:59.771000,59926.740956
KP.20221213.64082.90,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:48:04.004000,59926.7417
KP.20250725.08335.26,autocal-thar-all-eve,True,regular,27.74,46.279,46.601,354.462,134.195,49.702,106.3,106.813,859.641,321.599,20.0,20.069,2025-07-25 02:19:05.294000,60881.096471
KP.20231128.06066.30,autocal-thar-sci-eve,True,regular,4.809,4.774,3.427,15.953,6.763,27.2,61.55,69.828,160.546,95.632,10.0,10.0,2023-11-28 01:41:11.308000,60276.070211
KP.20251126.07711.27,autocal-thar-all-eve,True,regular,33.12,54.831,54.079,476.154,208.4,41.65,91.465,91.283,848.277,294.772,20.0,20.021,2025-11-26 02:08:41.279000,61005.089248
KP.20251126.07779.96,autocal-thar-all-eve,True,regular,32.795,55.885,54.255,477.586,208.572,41.95,91.742,92.983,852.303,300.347,20.0,20.067,2025-11-26 02:09:49.990000,61005.090044
KP.20250813.63424.60,autocal-thar-all-morn,True,regular,24.219,40.836,36.807,309.414,104.906,42.376,88.927,87.575,736.166,252.975,20.0,20.0,2025-08-13 17:37:14.612000,60900.734081
KP.20250813.63767.74,autocal-thar-all-morn,True,regular,23.817,39.3,37.338,309.802,102.844,40.963,90.064,86.92,737.062,254.035,20.0,20.0,2025-08-13 17:42:57.748000,60900.738053
KP.20221213.64211.14,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:50:12.246000,59926.743181
KP.20251126.07986.03,autocal-thar-all-eve,True,regular,33.962,56.926,56.034,481.007,220.41,43.35,93.112,95.538,856.301,310.017,20.0,20.0,2025-11-26 02:13:16.064000,61005.092429
KP.20251126.08260.41,autocal-thar-all-eve,True,regular,33.852,57.81,56.877,484.341,225.342,44.982,94.851,96.62,858.957,312.121,20.0,20.0,2025-11-26 02:17:50.418000,61005.095605
KP.20250202.63490.79,autocal-thar-all-morn,True,regular,22.76,38.074,33.129,275.93,60.253,37.451,82.611,78.396,680.312,187.445,20.0,20.059,2025-02-02 17:38:20.819000,60708.734848
KP.20250201.07467.68,autocal-thar-all-eve,True,regular,23.209,40.054,35.455,305.685,74.118,38.309,86.235,81.674,738.02,229.284,20.0,20.0,2025-02-01 02:04:37.689000,60707.086429
KP.20231128.06342.24,autocal-thar-sky-eve,True,regular,4.804,4.678,3.471,8.943,4.824,9.483,9.471,4.068,26.345,12.315,10.0,10.014,2023-11-28 01:45:47.243000,60276.073404
KP.20221213.64467.71,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:54:28.820000,59926.74615
KP.20221213.64531.62,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:55:32.727000,59926.746894
KP.20250131.06514.52,autocal-thar-sky-eve,True,regular,13.749,13.566,14.831,34.428,17.833,21.122,21.333,29.545,87.433,42.937,20.0,20.016,2025-01-31 01:48:44.524000,60706.0754
KP.20221213.64724.26,Th_daily_all_extended,,,,,,,,,,,,,2.0,2.0,2022-12-13 17:58:45.364000,59926.749119
KP.20250131.06054.98,autocal-thar-sci-eve,True,regular,13.239,13.123,16.645,60.567,29.8,68.304,136.713,128.366,845.628,358.777,20.0,20.018,2025-01-31 01:41:04.986000,60706.070081
KP.20250130.07630.69,autocal-thar-all-eve,True,regular,25.236,44.313,40.048,329.344,102.382,43.382,97.043,93.112,786.672,270.791,20.0,20.0,2025-01-30 02:07:20.709000,60705.088316
KP.20250130.63500.04,autocal-thar-all-morn,True,regular,38.217,62.476,64.545,404.809,198.531,68.093,137.532,152.139,962.929,451.932,20.0,20.0,2025-01-30 17:38:30.091000,60705.734951
KP.20250130.63636.86,autocal-thar-all-morn,True,regular,38.634,64.047,65.273,408.429,199.767,68.201,136.808,152.53,963.992,450.352,20.0,20.084,2025-01-30 17:40:46.901000,60705.736539
KP.20250130.63705.31,autocal-thar-all-morn,True,regular,39.867,63.397,65.869,408.154,198.62,68.804,139.079,153.194,963.711,452.867,20.0,20.0,2025-01-30 17:41:55.322000,60705.737329
KP.20251126.63487.33,autocal-thar-all-morn,True,regular,25.77,46.855,42.477,425.942,177.673,33.319,80.567,76.275,787.63,236.392,20.0,20.0,2025-11-26 17:38:17.341000,61005.734806
KP.20251126.63555.84,autocal-thar-all-morn,True,regular,26.607,47.467,43.008,434.198,178.559,34.18,81.297,76.519,798.242,243.451,20.0,20.071,2025-11-26 17:39:25.880000,61005.735597
KP.20251126.63693.10,autocal-thar-all-morn,True,regular,26.892,48.328,43.925,442.057,187.023,35.048,81.247,78.633,808.797,253.328,20.0,20.0,2025-11-26 17:41:43.108000,61005.73719
KP.20231027.63503.64,autocal-thar-all-morn,True,regular,9.138,16.629,17.292,51.047,30.701,25.949,56.938,63.812,161.833,93.197,10.0,10.0,2023-10-27 17:38:28.654000,60244.734993
KP.20251212.07918.25,autocal-thar-all-eve,True,regular,35.366,59.208,57.181,474.173,221.845,45.683,96.716,96.854,836.378,285.078,20.0,20.023,2025-12-12 02:12:08.257000,61021.091647
KP.20251212.08055.77,autocal-thar-all-eve,True,regular,35.95,59.405,57.666,474.832,218.694,46.477,95.018,97.69,841.009,285.728,20.0,20.0,2025-12-12 02:14:25.783000,61021.093235
KP.20251212.08124.59,autocal-thar-all-eve,True,regular,35.766,59.679,57.789,475.419,219.107,46.235,96.621,97.958,842.064,289.389,20.0,20.022,2025-12-12 02:15:34.597000,61021.094032
KP.20250825.08045.36,autocal-thar-all-eve,True,regular,24.836,42.608,41.616,340.848,126.231,42.593,94.241,95.423,823.619,312.112,20.0,20.0,2025-08-25 02:14:15.365000,60912.093115
KP.20250821.07645.97,autocal-thar-all-eve,True,regular,28.36,45.966,44.897,360.641,131.542,49.728,105.299,105.528,857.478,329.472,20.0,20.021,2025-08-21 02:07:35.979000,60908.088494
KP.20250825.07908.00,autocal-thar-all-eve,True,regular,25.449,42.201,40.867,340.65,124.628,42.846,95.354,94.729,823.895,310.792,20.0,20.015,2025-08-25 02:11:58.006000,60912.091527
KP.20250825.08182.83,autocal-thar-all-eve,True,regular,24.42,42.748,41.096,339.774,125.304,43.492,96.013,95.497,824.195,310.87,20.0,20.022,2025-08-25 02:16:32.843000,60912.094708
KP.20250821.08501.35,autocal-thar-hk,True,regular,48.092,109.783,167.557,1517.427,1200.78,83.276,256.175,406.478,3404.468,3010.131,120.0,120.0,2025-08-21 02:22:41.370000,60908.098393
KP.20250507.08196.09,autocal-thar-all-eve,True,regular,23.174,40.681,38.077,360.49,124.534,39.888,90.584,89.763,874.395,301.156,20.0,20.0,2025-05-07 02:16:46.096000,60802.094863
KP.20250821.08194.72,autocal-thar-all-eve,True,regular,28.694,47.085,44.638,360.427,131.281,49.491,103.268,103.774,852.506,326.513,20.0,20.0,2025-08-21 02:16:44.732000,60908.094845
KP.20250821.08332.78,autocal-thar-hk,True,regular,48.768,110.408,167.111,1517.446,1200.567,83.213,253.657,405.765,3404.358,3009.639,120.0,120.0,2025-08-21 02:19:52.794000,60908.096445
KP.20231027.63621.30,autocal-thar-all-morn,True,regular,9.142,16.678,17.475,50.976,30.152,25.413,57.815,64.119,161.31,94.028,10.0,10.001,2023-10-27 17:40:26.311000,60244.736356
KP.20251212.63625.41,autocal-thar-all-morn,True,regular,37.696,64.221,62.311,481.129,228.23,49.02,101.518,102.963,850.267,309.685,20.0,20.0,2025-12-12 17:40:35.423000,61021.736403
KP.20251027.08192.88,autocal-thar-all-eve,True,regular,30.565,50.831,229.715,394.112,197.698,38.696,86.501,500.415,735.157,330.106,20.0,20.061,2025-10-27 02:16:42.909000,60975.094827
KP.20231027.64032.74,autocal-thar-all-morn,True,regular,9.307,16.889,17.472,50.952,30.928,26.088,57.399,64.882,159.51,95.166,10.0,10.0,2023-10-27 17:47:17.744000,60244.74112
