ObsID,OBJECT,NOTJUNK,READSPED,SNRCL452,SNRCL548,SNRCL652,SNRCL747,SNRCL852,SNRSC452,SNRSC548,SNRSC652,SNRSC747,SNRSC852,EXPTIME,ELAPSED,DATE-MID,MJD-OBS
KP.20250809.64140.80,autocal-thar-hk,True,regular,36.881,91.619,140.923,1516.456,1136.121,63.719,209.13,326.1,3387.065,2855.957,120.0,120.032,2025-08-09 17:50:00.815000,60896.74237
KP.20240729.07288.11,autocal-thar-all-eve,True,regular,8.014,12.327,9.447,24.734,8.562,13.222,26.489,18.582,61.566,18.031,10.0,10.0,2024-07-29 02:01:33.119000,60520.08435
KP.20240301.06432.68,autocal-thar-sky-eve,True,regular,6.006,5.972,7.162,9.018,6.797,8.992,9.597,13.708,25.264,13.662,10.0,10.0,2024-03-01 01:47:17.684000,60370.074448
KP.20231202.07026.67,autocal-thar-all-eve,True,regular,10.374,18.178,19.138,53.8,31.645,28.381,62.551,69.75,164.032,98.971,10.0,10.0,2023-12-02 01:57:11.678000,60280.081326
KP.20251027.63486.01,autocal-thar-all-morn,True,regular,30.038,51.952,230.256,393.054,195.039,38.924,86.41,503.108,736.253,335.195,20.0,20.0,2025-10-27 17:38:16.046000,60975.73479
KP.20251027.64510.24,autocal-thar-hk,True,regular,56.203,127.603,321.211,1494.163,1102.122,73.241,216.095,683.977,3158.655,2462.223,120.0,120.029,2025-10-27 17:56:10.252000,60975.746643
KP.20250114.05924.28,autocal-thar-sci-eve,True,regular,13.147,13.31,17.484,70.863,31.414,97.703,195.077,180.632,935.241,447.356,20.0,20.016,2025-01-14 01:38:54.287000,60689.068566
KP.20241125.08086.82,autocal-thar-all-eve,True,regular,25.615,40.029,36.299,335.587,128.188,41.395,87.215,85.353,808.925,260.92,20.0,20.017,2024-11-25 02:14:56.830000,60639.093596
KP.20230609.06959.84,autocal-thar-sky-eve,True,regular,5.0,5.1,2.2,12.4,4.4,10.6,12.2,5.7,48.8,22.0,10.0,10.0,2023-06-09 01:56:04.947000,60104.08055
KP.20230609.07589.24,autocal-thar-all-eve,True,regular,18.9,34.7,34.4,95.0,57.0,41.1,97.7,124.4,316.3,207.1,10.0,10.0,2023-06-09 02:06:34.345000,60104.087834
KP.20230209.64408.01,autocal-thar-all,False,regular,,,,,,,,,,,2.0,2.0,2023-02-09 17:53:29.137000,59984.74546
KP.20250124.07755.17,autocal-thar-all-eve,True,regular,24.267,40.153,38.223,352.814,140.226,40.773,90.239,90.147,838.712,329.506,20.0,20.0,2025-01-24 02:09:25.177000,60699.089755
KP.20231112.07534.33,autocal-thar-hk,True,regular,5.715,5.029,-5.763,53.479,19.465,66.918,146.642,165.669,515.302,290.423,60.0,60.0,2023-11-12 02:06:04.341000,60260.087202
KP.20231202.07871.03,autocal-thar-hk,True,regular,6.226,5.381,-5.077,53.429,19.8,68.579,151.354,173.102,531.145,291.904,60.0,60.0,2023-12-02 02:11:41.070000,60280.091101
KP.20241024.06190.36,autocal-thar-sci-eve,True,regular,6.282,6.003,11.598,44.399,26.027,39.375,86.486,75.437,702.647,238.46,20.0,20.0,2024-10-24 01:43:20.374000,60607.071645
KP.20230507.63734.05,autocal-thar-all-morn,True,regular,9.6,16.4,16.8,41.5,25.6,20.9,43.5,46.6,113.4,65.8,2.0,2.0,2023-05-07 17:42:15.160000,60071.737663
KP.20241219.07091.05,autocal-thar-all-eve,True,regular,64.147,104.968,110.161,467.74,282.692,116.645,232.814,266.678,1078.739,644.469,20.0,20.0,2024-12-19 01:58:21.056000,60663.082069
KP.20241024.06304.26,autocal-thar-sky-eve,True,regular,6.33,5.849,8.667,31.135,14.798,9.641,9.511,18.833,78.502,35.38,20.0,20.017,2024-10-24 01:45:14.273000,60607.072967
KP.20241024.06372.71,autocal-thar-sky-eve,True,regular,6.213,6.071,8.817,31.146,14.771,9.863,9.913,18.785,78.735,35.498,20.0,20.0,2024-10-24 01:46:22.717000,60607.073758
KP.20251208.63543.85,autocal-thar-all-morn,True,regular,32.367,54.613,50.968,444.671,196.879,43.123,90.709,89.031,791.74,257.463,20.0,20.015,2025-12-08 17:39:13.860000,61017.735461
KP.20251026.07921.21,autocal-thar-all-eve,True,regular,28.423,49.477,229.774,389.341,192.381,37.476,83.81,507.09,723.178,329.909,20.0,20.018,2025-10-26 02:12:11.216000,60974.091681
KP.20230608.06820.43,autocal-thar-sky-eve,True,regular,4.9,5.1,2.2,12.3,4.4,11.1,12.1,5.1,48.5,22.6,10.0,10.0,2023-06-08 01:53:45.536000,60103.078938
KP.20230608.06964.46,autocal-thar-sky-eve,True,regular,5.0,5.0,30.1,40.7,4.9,11.1,12.3,97.1,129.2,16.0,10.0,10.0,2023-06-08 01:56:09.571000,60103.080602
KP.20250110.63508.53,autocal-thar-all-morn,True,regular,27.237,43.933,39.15,306.995,107.598,43.427,96.382,92.293,742.426,249.943,20.0,20.014,2025-01-10 17:38:38.535000,60685.735052
KP.20250110.63851.50,autocal-thar-all-morn,True,regular,25.947,44.886,39.099,304.354,108.391,43.365,96.676,90.014,738.945,262.195,20.0,20.016,2025-01-10 17:44:21.507000,60685.739019
KP.20230608.07809.18,autocal-thar-all-eve,True,regular,19.4,34.9,34.3,95.3,57.0,40.2,98.0,124.9,315.4,208.8,10.0,10.0,2023-06-08 02:10:14.291000,60103.090385
KP.20240728.06317.45,autocal-thar-sky-eve,True,regular,5.941,6.005,6.732,6.375,6.335,9.697,9.789,11.604,14.391,10.365,10.0,10.0,2024-07-28 01:45:22.462000,60519.073119
KP.20230724.05982.15,autocal-thar-all-eve,True,regular,19.9,35.5,36.2,92.6,55.2,42.7,94.5,98.8,251.1,154.5,10.0,10.0,2023-07-24 01:39:47.160000,60149.069236
KP.20251213.63620.50,autocal-thar-all-morn,True,regular,45.774,76.33,72.165,490.884,247.983,57.299,118.895,119.738,872.941,333.736,20.0,20.02,2025-12-13 17:40:30.513000,61022.736349
KP.20251213.63688.97,autocal-thar-all-morn,True,regular,46.425,77.674,73.455,492.107,248.463,58.122,121.692,122.714,874.318,340.307,20.0,20.079,2025-12-13 17:41:39.008000,61022.73714
KP.20251213.63963.26,autocal-thar-all-morn,True,regular,49.187,80.273,76.257,492.058,248.051,61.448,126.2,125.119,874.481,339.73,20.0,20.023,2025-12-13 17:46:13.276000,61022.740316
KP.20240301.07784.82,autocal-thar-hk,True,regular,7.38,6.49,14.116,37.191,19.257,68.792,155.545,190.763,348.693,130.681,60.0,60.02,2024-03-01 02:10:14.826000,60370.090102
KP.20251213.64031.94,autocal-thar-all-morn,True,regular,49.714,81.454,77.28,492.298,247.878,61.859,127.922,129.319,872.721,338.421,20.0,20.017,2025-12-13 17:47:21.949000,61022.741107
KP.20251213.64100.40,autocal-thar-all-morn,True,regular,50.373,82.464,77.805,492.497,245.86,62.065,128.666,129.944,874.456,337.152,20.0,20.0,2025-12-13 17:48:30.410000,61022.741904
KP.20251023.64342.41,autocal-thar-hk,True,regular,41.749,125.833,-157.969,1490.012,1436.791,39.154,211.958,-465.785,3325.739,2944.301,120.0,120.001,2025-10-23 17:53:22.425000,60971.744703
KP.20251023.64511.23,autocal-thar-hk,True,regular,37.85,120.226,-177.627,1481.996,1190.557,35.547,202.091,-460.076,3324.742,2636.586,120.0,120.038,2025-10-23 17:56:11.247000,60971.746656
KP.20230729.05921.11,autocal-thar-all-eve,True,regular,20.2,35.2,36.8,91.6,54.2,41.9,93.0,100.8,249.7,150.8,10.0,10.0,2023-07-29 01:38:46.118000,60154.06853
KP.20230729.06038.74,autocal-thar-all-eve,True,regular,19.8,35.9,36.7,91.3,54.1,43.0,93.0,101.1,248.6,150.5,10.0,10.0,2023-07-29 01:40:43.749000,60154.069894
KP.20250620.63913.54,autocal-thar-all-morn,True,regular,22.61,39.262,37.395,344.966,114.937,40.813,88.483,87.678,840.198,284.753,20.0,20.017,2025-06-20 17:45:23.547000,60846.739737
KP.20250620.63982.15,autocal-thar-all-morn,True,regular,24.19,39.852,38.83,346.093,115.104,41.823,89.326,89.27,838.075,290.35,20.0,20.0,2025-06-20 17:46:32.154000,60846.740534
KP.20250620.64119.26,autocal-thar-all-morn,True,regular,24.809,40.27,39.689,350.819,124.667,42.599,90.678,92.162,857.278,304.125,20.0,20.015,2025-06-20 17:48:49.269000,60846.742122
KP.20230208.06104.36,autocal-thar-all,False,regular,,,,,,,,,,,2.0,2.0,2023-02-08 01:41:45.468000,59983.07065
KP.20241001.63567.96,autocal-thar-all-morn,True,regular,24.423,41.762,40.591,339.475,122.364,43.595,93.275,96.193,822.671,327.897,20.0,20.018,2024-10-01 17:39:37.970000,60584.73574
KP.20240301.05976.17,autocal-thar-sci-eve,True,regular,6.057,6.075,7.3,13.434,7.344,27.914,64.207,78.47,117.892,41.731,10.0,10.053,2024-03-01 01:39:41.198000,60370.069165
KP.20251212.08193.39,autocal-thar-all-eve,True,regular,35.588,59.737,58.097,476.075,219.202,45.941,96.495,98.094,838.965,292.242,20.0,20.0,2025-12-12 02:16:43.398000,61021.094829
KP.20230608.63725.27,autocal-thar-all-morn,True,regular,18.8,35.0,34.4,95.5,57.4,40.8,98.3,125.8,318.5,208.3,10.0,10.0,2023-06-08 17:42:10.375000,60103.737558
KP.20241017.06579.48,autocal-thar-sky-eve,True,regular,6.351,6.019,8.795,31.152,15.059,9.984,9.789,19.099,80.262,35.996,20.0,20.0,2024-10-17 01:49:49.490000,60600.076149
KP.20241125.63516.17,autocal-thar-all-morn,True,regular,26.79,41.338,39.726,350.368,135.064,44.044,92.619,91.397,854.219,280.973,20.0,20.0,2024-11-25 17:38:46.180000,60639.73514
KP.20241125.63584.64,autocal-thar-all-morn,True,regular,26.537,43.255,41.79,364.235,142.429,45.936,95.526,95.983,874.59,318.574,20.0,20.0,2024-11-25 17:39:54.647000,60639.735931
KP.20241017.07150.72,autocal-thar-all-eve,True,regular,22.823,38.909,37.597,330.099,116.263,40.888,87.629,89.737,820.798,313.97,20.0,20.0,2024-10-17 01:59:20.724000,60600.08276
KP.20250619.07856.80,autocal-thar-all-eve,True,regular,32.61,52.773,53.519,372.27,151.472,57.529,118.562,124.796,897.537,368.865,20.0,20.0,2025-06-19 02:11:06.806000,60845.090934
KP.20250619.07925.41,autocal-thar-all-eve,True,regular,32.923,53.094,54.582,372.56,152.4,58.988,119.674,126.258,898.323,366.779,20.0,20.0,2025-06-19 02:12:15.415000,60845.091731
KP.20241017.07493.60,autocal-thar-all-eve,True,regular,22.705,38.686,37.417,328.207,113.532,40.983,88.097,88.631,806.11,308.101,20.0,20.014,2024-10-17 02:05:03.607000,60600.086733
KP.20250106.07566.93,autocal-thar-all-eve,True,regular,40.033,63.138,67.225,411.846,210.11,70.847,143.903,156.325,990.789,489.576,20.0,20.017,2025-01-06 02:06:16.935000,60681.087581
KP.20241017.07698.98,autocal-thar-all-eve,True,regular,22.171,38.772,36.833,326.827,114.906,41.0,87.718,87.951,804.7,300.031,20.0,20.02,2024-10-17 02:08:28.990000,60600.089106
KP.20241125.63653.01,autocal-thar-all-morn,True,regular,24.9,40.378,37.237,326.303,114.414,41.227,87.907,84.511,801.451,246.936,20.0,20.001,2024-11-25 17:41:03.048000,60639.736722
KP.20241125.63721.62,autocal-thar-all-morn,True,regular,25.667,41.456,37.977,347.886,123.276,41.503,89.953,87.516,828.994,259.526,20.0,20.0,2024-11-25 17:42:11.632000,60639.737518
KP.20250807.07923.28,autocal-thar-all-eve,True,regular,25.783,42.254,42.028,370.353,135.3,45.411,93.914,97.723,878.432,337.215,20.0,20.02,2025-08-07 02:12:13.289000,60894.091701
KP.20240319.06258.25,autocal-thar-sky-eve,True,regular,5.909,6.171,6.62,6.212,6.22,9.707,9.796,11.423,11.9,9.837,10.0,10.017,2024-03-19 01:44:23.254000,60388.072434
KP.20250619.08268.52,autocal-thar-all-eve,True,regular,34.286,56.256,57.181,375.339,157.257,62.035,127.084,135.243,903.63,384.12,20.0,20.0,2025-06-19 02:17:58.531000,60845.095697
KP.20241125.64133.02,autocal-thar-all-morn,True,regular,24.746,39.617,37.629,323.467,115.696,41.438,88.921,86.056,798.211,253.908,20.0,20.0,2024-11-25 17:49:03.055000,60639.742282
KP.20231105.05962.72,autocal-thar-sci-eve,True,regular,4.774,4.843,3.412,15.689,6.474,26.545,58.052,65.122,158.119,94.249,10.0,10.0,2023-11-05 01:39:27.745000,60253.069014
KP.20240319.07680.37,autocal-thar-hk,True,regular,6.083,5.912,7.005,12.168,7.141,14.909,36.703,24.378,120.851,22.415,60.0,60.0,2024-03-19 02:08:30.384000,60388.088891
KP.20250702.21566.40,autocal-thar-all-night,True,regular,55.469,89.864,97.469,457.888,255.782,100.907,205.408,235.704,1073.462,636.759,20.0,20.001,2025-07-02 05:59:36.411000,60858.249608
KP.20250504.07924.48,autocal-thar-all-eve,True,regular,32.094,55.35,55.732,372.591,157.497,59.107,123.506,130.357,893.989,377.613,20.0,20.071,2025-05-04 02:12:14.516000,60799.091716
KP.20251210.63691.34,autocal-thar-all-morn,True,regular,37.542,63.814,60.912,472.489,219.065,48.58,100.145,99.914,836.964,285.14,20.0,20.0,2025-12-10 17:41:41.355000,61019.73717
KP.20251210.63760.03,autocal-thar-all-morn,True,regular,37.461,63.814,61.99,470.803,221.637,49.734,101.028,100.532,841.386,296.485,20.0,20.0,2025-12-10 17:42:50.084000,61019.737961
KP.20251210.63828.79,autocal-thar-all-morn,True,regular,38.031,64.625,61.398,473.733,225.085,49.106,102.8,101.452,836.185,283.731,20.0,20.0,2025-12-10 17:43:58.800000,61019.738758
KP.20251115.07849.83,autocal-thar-all-eve,True,regular,31.167,54.321,52.45,453.683,200.101,40.262,91.681,91.226,809.731,286.825,20.0,20.016,2025-11-15 02:10:59.836000,60994.090856
KP.20250714.63414.26,autocal-thar-all-morn,True,regular,34.736,57.009,57.8,367.295,154.765,63.962,131.303,136.445,892.002,382.043,20.0,20.018,2025-07-14 17:37:04.269000,60870.733963
KP.20231009.06490.97,autocal-thar-sky-eve,True,regular,4.782,4.724,3.613,8.763,4.655,9.181,9.32,4.595,26.148,12.375,10.0,10.021,2023-10-09 01:48:15.983000,60226.075126
KP.20250116.64048.56,autocal-thar-all-morn,True,regular,55.719,94.879,91.223,436.925,233.408,98.818,202.672,207.572,1013.031,512.387,20.0,20.014,2025-01-16 17:47:38.570000,60691.741304
KP.20250506.08332.40,autocal-thar-all-eve,True,regular,35.571,57.042,58.459,393.815,164.201,61.48,128.148,137.429,945.202,400.787,20.0,20.0,2025-05-06 02:19:02.411000,60801.096439
KP.20230114.05615.07,autocal-thar-all,True,,,,,,,,,,,,2.0,2.0,2023-01-14 01:33:36.181000,59958.064989
KP.20231009.07345.51,autocal-thar-all-eve,True,regular,8.764,16.479,17.216,51.295,30.852,25.95,58.22,63.731,162.123,94.202,10.0,10.018,2023-10-09 02:02:30.522000,60226.085014
KP.20241026.07617.61,autocal-thar-all-eve,True,regular,35.755,59.057,61.646,423.279,185.436,67.317,135.147,145.453,1035.928,463.337,20.0,20.0,2024-10-26 02:07:07.621000,60609.088165
KP.20231009.07568.84,autocal-thar-hk,True,regular,5.475,4.942,-5.719,52.436,18.176,63.001,139.592,159.639,511.441,288.24,60.0,60.071,2023-10-09 02:06:38.875000,60226.087599
KP.20240820.63620.62,autocal-thar-all-morn,True,regular,35.264,54.608,48.89,249.422,72.05,64.012,120.324,112.241,592.674,173.946,10.0,10.0,2024-08-20 17:40:25.628000,60542.736349
KP.20240820.63679.21,autocal-thar-all-morn,True,regular,34.862,54.654,48.266,248.213,70.461,63.238,120.258,110.962,592.797,169.63,10.0,10.015,2024-08-20 17:41:24.214000,60542.737028
KP.20250115.06580.40,autocal-thar-sky-eve,True,regular,13.824,13.64,15.652,39.648,19.092,20.591,21.3,32.424,98.593,51.007,20.0,20.0,2025-01-15 01:49:50.434000,60690.076159
KP.20251028.64509.54,autocal-thar-hk,True,regular,52.628,131.206,181.039,1465.363,1327.216,56.122,214.628,327.776,3286.627,2659.699,120.0,120.038,2025-10-28 17:56:09.558000,60976.746637
KP.20230210.64540.19,autocal-thar-all,False,regular,,,,,,,,,,,2.0,2.0,2023-02-10 17:55:41.303000,59985.746993
KP.20251124.63896.36,autocal-thar-all-morn,True,regular,32.242,54.628,53.378,472.683,203.096,42.068,90.906,91.901,841.122,284.727,20.0,20.0,2025-11-24 17:45:06.365000,61003.73954
KP.20251108.63985.18,autocal-thar-all-morn,True,regular,22.579,42.742,37.016,372.469,184.182,33.346,82.499,76.231,849.731,566.752,20.0,20.071,2025-11-08 17:46:35.217000,60987.740569
KP.20230611.06359.38,autocal-thar-sci-eve,True,regular,4.9,5.0,-1.8,24.7,8.6,40.6,98.9,125.5,289.9,184.0,10.0,10.0,2023-06-11 01:46:04.490000,60106.073603
KP.20230611.06431.53,autocal-thar-sci-eve,True,regular,5.1,5.1,-1.6,24.7,8.2,40.4,98.3,125.6,290.2,184.3,10.0,10.0,2023-06-11 01:47:16.640000,60106.074436
KP.20250113.07154.39,autocal-thar-all-eve,True,regular,28.442,46.941,45.347,367.484,149.498,46.778,103.386,101.98,871.941,343.862,20.0,20.001,2025-01-13 01:59:24.396000,60688.082805
KP.20241125.06437.38,autocal-thar-sci-eve,True,regular,14.495,14.45,15.827,49.339,27.754,49.056,104.431,91.488,749.15,277.283,20.0,20.0,2024-11-25 01:47:27.388000,60639.074507
KP.20250113.07291.65,autocal-thar-all-eve,True,regular,27.704,47.937,44.649,367.09,147.661,46.511,101.169,102.269,870.216,351.586,20.0,20.0,2025-01-13 02:01:41.656000,60688.084393
KP.20250113.07428.79,autocal-thar-all-eve,True,regular,28.743,47.435,45.279,367.71,147.335,46.705,101.446,102.355,865.24,342.763,20.0,20.016,2025-01-13 02:03:58.803000,60688.085981
KP.20250113.07360.20,autocal-thar-all-eve,True,regular,27.406,47.134,45.237,367.739,147.095,45.602,101.658,103.759,871.889,352.29,20.0,20.017,2025-01-13 02:02:50.205000,60688.085184
KP.20250113.07565.81,autocal-thar-all-eve,True,regular,27.861,47.699,44.552,367.684,146.031,45.736,100.212,101.215,871.043,350.997,20.0,20.017,2025-01-13 02:06:15.823000,60688.087563
KP.20250702.16973.64,autocal-thar-all-night,True,regular,55.144,88.584,96.351,450.825,256.727,101.534,203.548,232.219,1065.793,622.363,20.0,20.0,2025-07-02 04:43:03.651000,60858.196454
KP.20241020.06307.30,autocal-thar-sky-eve,True,regular,6.252,5.936,8.684,30.511,14.371,9.322,9.664,18.739,75.669,34.041,20.0,20.0,2024-10-20 01:45:17.311000,60603.073
KP.20241020.05916.96,autocal-thar-sci-eve,True,regular,6.171,6.132,11.636,42.762,25.142,45.93,97.643,85.763,639.583,174.452,20.0,20.02,2024-10-20 01:38:46.971000,60603.068485
KP.20250728.63709.29,autocal-thar-all-morn,True,regular,30.095,49.242,51.302,363.506,142.496,52.968,113.301,117.479,881.644,361.416,20.0,20.066,2025-07-28 17:41:59.328000,60884.737375
KP.20250828.63755.85,autocal-thar-all-morn,True,regular,54.033,86.802,92.421,432.216,223.307,99.076,199.527,220.561,1022.212,554.113,20.0,20.017,2025-08-28 17:42:45.858000,60915.737916
KP.20241020.06581.49,autocal-thar-sky-eve,True,regular,6.155,5.994,8.667,30.504,14.28,9.372,9.437,18.799,75.506,34.105,20.0,20.0,2024-10-20 01:49:51.496000,60603.076176
KP.20230714.05999.58,autocal-thar-all-eve,True,regular,19.6,35.0,35.1,94.1,55.4,42.0,91.2,95.3,253.0,157.9,10.0,10.017,2023-07-14 01:40:04.584000,60139.069438
KP.20230714.06177.98,autocal-thar-all-eve,True,regular,19.4,34.7,35.1,95.2,55.2,42.1,91.5,96.0,252.6,157.2,10.0,10.018,2023-07-14 01:43:02.987000,60139.071503
KP.20251214.64036.25,autocal-thar-all-morn,True,regular,48.568,79.823,75.099,489.218,244.718,60.462,126.795,127.851,871.814,339.376,20.0,20.015,2025-12-14 17:47:26.257000,61023.741162
KP.20251214.64104.81,autocal-thar-all-morn,True,regular,49.469,80.275,75.753,488.823,243.754,61.633,127.233,128.496,872.98,339.225,20.0,20.014,2025-12-14 17:48:34.820000,61023.741953
KP.20230617.06239.13,autocal-thar-sci-eve,True,regular,4.9,5.2,-1.7,23.8,8.4,39.9,97.4,124.6,284.9,181.5,10.0,10.0,2023-06-17 01:44:04.242000,60112.072208
KP.20241020.07360.18,autocal-thar-all-eve,True,regular,26.406,44.686,41.026,304.688,109.636,48.021,100.945,98.667,727.371,269.661,20.0,20.0,2024-10-20 02:02:50.190000,60603.085184
KP.20250828.64268.11,autocal-thar-hk,True,regular,103.013,226.285,576.077,1545.227,1586.306,164.167,511.049,1206.839,3420.138,3347.76,120.0,120.0,2025-08-28 17:52:08.127000,60915.743842
KP.20251025.64511.46,autocal-thar-hk,True,regular,50.512,113.539,311.36,1463.908,1074.321,66.513,198.802,671.725,2997.524,2043.812,120.0,120.0,2025-10-25 17:56:11.479000,60973.74666
KP.20241020.07497.22,autocal-thar-all-eve,True,regular,26.755,44.693,41.267,303.353,107.642,48.265,101.778,98.54,728.025,274.586,20.0,20.016,2024-10-20 02:05:07.226000,60603.086772
KP.20241125.07538.12,autocal-thar-all-eve,True,regular,26.075,40.87,38.409,345.388,122.655,42.175,89.751,89.402,827.111,262.892,20.0,20.126,2024-11-25 02:05:48.184000,60639.087245
KP.20241020.07565.86,autocal-thar-all-eve,True,regular,26.486,44.902,41.794,305.132,109.893,47.53,100.873,98.156,729.674,283.212,20.0,20.02,2024-10-20 02:06:15.865000,60603.087568
KP.20241020.07702.96,autocal-thar-all-eve,True,regular,26.66,44.895,41.518,304.118,109.051,47.301,101.96,99.104,729.017,274.547,20.0,20.015,2024-10-20 02:08:32.970000,60603.089156
KP.20251022.07850.81,autocal-thar-all-eve,True,regular,26.738,47.657,-129.861,342.431,-121.935,33.494,80.417,-295.278,565.499,-380.554,20.0,20.016,2025-10-22 02:11:00.818000,60970.090868
KP.20251022.08193.56,autocal-thar-all-eve,True,regular,26.865,48.283,-130.264,349.897,-122.14,34.341,80.609,-295.629,573.892,-376.85,20.0,20.016,2025-10-22 02:16:43.568000,60970.094835
KP.20241018.06564.62,autocal-thar-sky-eve,True,regular,6.364,5.962,8.725,31.242,14.789,9.392,9.862,18.84,78.201,35.081,20.0,20.0,2024-10-18 01:49:34.626000,60601.075975
KP.20241018.06427.82,autocal-thar-sky-eve,True,regular,6.347,5.73,8.709,31.307,14.926,9.828,9.78,19.064,79.183,35.432,20.0,20.019,2024-10-18 01:47:17.834000,60601.074393
KP.20250124.63913.71,autocal-thar-all-morn,True,regular,24.444,40.851,37.796,329.334,104.978,38.924,88.872,87.842,787.435,284.486,20.0,20.0,2025-01-24 17:45:23.723000,60699.739739
KP.20251208.08194.27,autocal-thar-all-eve,True,regular,55.105,87.858,84.083,495.051,248.468,67.312,138.888,138.168,851.584,325.079,20.0,20.015,2025-12-08 02:16:44.274000,61017.094838
KP.20250108.06127.06,autocal-thar-sci-eve,True,regular,13.363,13.761,16.524,65.454,30.197,66.351,137.038,126.334,864.979,374.722,20.0,20.0,2025-01-08 01:42:17.064000,60683.070912
KP.20240817.63659.04,autocal-thar-all-morn,True,regular,34.775,53.69,46.225,244.855,66.707,63.33,118.276,108.065,578.885,152.389,10.0,10.0,2024-08-17 17:41:04.076000,60539.736793
KP.20250702.21154.98,autocal-thar-all-night,True,regular,55.193,89.092,98.43,457.158,256.176,100.627,204.208,232.546,1071.575,633.638,20.0,20.016,2025-07-02 05:52:44.985000,60858.24485
KP.20250622.08061.43,autocal-thar-all-eve,True,regular,37.45,59.806,61.386,380.369,158.233,67.385,134.578,140.856,918.392,404.221,20.0,20.001,2025-06-22 02:14:31.445000,60848.0933
KP.20230607.09530.85,autocal-thar-sci-eve,True,regular,5.0,5.2,-1.8,25.1,8.2,41.2,99.0,126.2,290.1,185.1,10.0,10.0,2023-06-07 02:38:55.953000,60102.110306
KP.20250622.08130.03,autocal-thar-all-eve,True,regular,36.837,59.803,60.184,380.783,158.063,66.433,133.943,140.312,917.619,405.625,20.0,20.0,2025-06-22 02:15:40.065000,60848.094097
KP.20251215.08055.86,autocal-thar-all-eve,True,regular,47.333,77.766,73.622,487.379,246.104,59.292,122.584,124.361,871.504,336.539,20.0,20.068,2025-12-15 02:14:25.891000,61024.093239
KP.20230607.09991.47,autocal-thar-sky-eve,True,regular,5.0,5.1,2.2,12.4,4.5,11.2,11.9,5.4,48.4,22.1,10.0,10.0,2023-06-07 02:46:36.601000,60102.115642
KP.20230607.10135.54,autocal-thar-sky-eve,True,regular,5.1,5.1,2.3,12.3,4.4,11.3,12.2,5.7,48.5,22.4,10.0,10.0,2023-06-07 02:49:00.653000,60102.117306
KP.20230208.32204.39,autocal-thar-all,False,regular,,,,,,,,,,,2.0,2.0,2023-02-08 08:56:45.495000,59983.372732
KP.20251211.07780.96,autocal-thar-all-eve,True,regular,35.708,60.599,57.886,446.483,208.779,46.018,96.409,97.298,816.69,274.214,20.0,20.018,2025-12-11 02:09:50.965000,61020.090058
KP.20250107.07156.04,autocal-thar-all-eve,True,regular,39.518,63.767,64.423,410.342,201.405,69.195,140.088,152.021,950.651,476.948,20.0,20.0,2025-01-07 01:59:26.092000,60682.082824
KP.20240816.06433.10,autocal-thar-sky-eve,True,regular,6.398,6.122,8.29,25.272,12.873,9.953,9.494,17.775,66.418,33.405,10.0,10.0,2024-08-16 01:47:18.105000,60538.074457
KP.20241209.63779.86,autocal-thar-all-morn,True,regular,38.269,61.229,63.079,398.499,197.367,67.258,137.653,147.902,945.61,443.412,20.0,20.02,2024-12-09 17:43:09.868000,60653.738191
KP.20230620.07640.49,autocal-thar-all-eve,True,regular,19.8,34.6,34.5,96.8,57.4,42.4,91.4,94.6,260.1,162.9,10.0,10.0,2023-06-20 02:07:25.500000,60115.088428
KP.20230613.63869.62,autocal-thar-all-morn,True,regular,19.0,34.8,34.6,94.8,56.0,40.0,99.3,124.6,313.1,205.8,10.0,10.0,2023-06-13 17:44:34.731000,60108.739228
KP.20251210.07986.81,autocal-thar-all-eve,True,regular,35.349,59.625,56.559,466.234,212.155,46.592,96.57,96.246,830.563,263.427,20.0,20.07,2025-12-10 02:13:16.849000,61019.092439
KP.20230613.63942.05,autocal-thar-all-morn,True,regular,19.1,35.3,34.1,94.9,56.0,40.6,98.4,124.7,312.6,205.5,10.0,10.0,2023-06-13 17:45:47.158000,60108.740066
KP.20251210.08124.11,autocal-thar-all-eve,True,regular,35.565,60.205,57.021,466.557,212.758,47.185,96.468,96.575,831.668,265.253,20.0,20.0,2025-12-10 02:15:34.115000,61019.094029
KP.20241019.06439.78,autocal-thar-sky-eve,True,regular,6.386,5.914,8.751,30.882,14.702,9.353,9.913,18.862,78.087,35.081,20.0,20.0,2024-10-19 01:47:29.792000,60602.074534
KP.20250702.21360.61,autocal-thar-all-night,True,regular,54.86,88.784,96.93,454.36,256.14,103.229,205.466,234.458,1071.779,635.721,20.0,20.0,2025-07-02 05:56:10.618000,60858.247229
KP.20241019.07424.46,autocal-thar-all-eve,True,regular,23.166,39.682,39.037,336.721,116.998,42.069,90.756,91.684,826.003,318.279,20.0,20.0,2024-10-19 02:03:54.464000,60602.085932
KP.20230505.05696.88,autocal-thar-sky-eve,True,regular,5.2,5.1,4.1,5.8,4.4,11.5,11.1,7.7,17.9,10.4,2.0,2.0,2023-05-05 01:34:57.986000,60069.065934
KP.20230620.07783.99,autocal-thar-all-eve,True,regular,19.7,34.6,34.9,96.4,58.0,43.2,90.5,94.4,260.1,163.4,10.0,10.0,2023-06-20 02:09:49,60115.090092
KP.20251206.08194.62,autocal-thar-all-eve,True,regular,73.42,119.247,124.156,567.998,355.645,86.951,190.255,204.158,1014.221,554.132,20.0,20.0,2025-12-06 02:16:44.634000,61015.094844
